Word	Norwegian-no	Valence	Arousal	Dominance
permitted	tillatt	0.865	0.410	0.613
permitting	tillater	0.724	0.481	0.661
permutation	permutasjon	0.385	0.588	0.500
pernicious	pernisiøs	0.229	0.600	0.382
peroxide	peroksid	0.458	0.529	0.510
perpendicular	vinkelrett	0.510	0.398	0.439
perpetrate	begå	0.327	0.837	0.732
perpetrator	gjerningspersonen	0.229	0.765	0.538
perpetual	evigvarende	0.625	0.438	0.741
perpetually	perpetually	0.510	0.473	0.868
perpetuate	hevde	0.397	0.588	0.788
perpetuation	opprettholdelse	0.510	0.677	0.716
perpetuity	uendelige	0.590	0.434	0.759
perplexed	rådvill	0.312	0.705	0.318
perplexing	forvirrende	0.316	0.530	0.362
perplexity	forvirring	0.275	0.720	0.500
persecute	forfølge	0.281	0.873	0.509
persecution	forfølgelse	0.229	0.865	0.660
perseverance	utholdenhet	0.888	0.630	0.796
persevere	holde ut	0.802	0.583	0.937
persist	fortsette	0.765	0.644	0.727
persistence	standhaftighet	0.684	0.611	0.873
persistent	vedvarende	0.646	0.667	0.815
persisting	vedvarende	0.697	0.677	0.745
person	person	0.646	0.363	0.596
persona	NO TRANSLATION	0.741	0.480	0.743
personable	person	0.816	0.520	0.637
personage	persons	0.653	0.324	0.698
personal	personlig	0.750	0.311	0.467
personality	personlighet	0.896	0.513	0.790
personification	personifiseringen	0.760	0.471	0.691
personnel	personale	0.729	0.344	0.587
persons	personer	0.869	0.302	0.588
perspective	perspektiv	0.688	0.470	0.704
perspiration	svette	0.385	0.667	0.490
persuade	overtale	0.620	0.618	0.709
persuasion	overtalelse	0.612	0.670	0.537
persuasive	overbevisende	0.740	0.700	0.657
pert	pert	0.469	0.460	0.348
pertinent	relevant	0.580	0.333	0.723
perturbation	forstyrrelse	0.270	0.840	0.500
pertussis	kikhoste	0.279	0.569	0.386
perusal	gjennomlesing	0.622	0.235	0.543
peruse	lese	0.503	0.270	0.439
pervading	gjennomtrengende	0.418	0.684	0.728
perverse	perverse	0.146	0.808	0.464
perversion	perversjon	0.083	0.830	0.490
pervert	pervers	0.082	0.863	0.500
perverted	pervertert	0.062	0.918	0.436
pesky	pesky	0.250	0.760	0.431
pessimism	pessimisme	0.083	0.484	0.264
pessimist	pessimist	0.125	0.470	0.218
pessimistic	pessimistisk	0.088	0.394	0.236
pest	skadedyr	0.188	0.680	0.452
pester	plage	0.143	0.780	0.385
pestilence	pest	0.122	0.660	0.283
pestle	stampe	0.427	0.463	0.426
pesto	pesto	0.531	0.323	0.336
pet	kjæledyr	0.875	0.327	0.305
petal	petal	0.810	0.194	0.211
petite	petite	0.510	0.354	0.245
petition	underskriftskampanje	0.498	0.575	0.415
petitioner	klageren	0.601	0.531	0.566
petloss	NO TRANSLATION	0.271	0.481	0.424
petpeeve	NO TRANSLATION	0.375	0.594	0.392
petrified	forsteinet	0.221	0.625	0.232
petrify	petrify	0.177	0.571	0.447
petrol	bensin	0.418	0.519	0.577
petroleum	petroleum	0.583	0.451	0.640
petticoat	underskjørt	0.550	0.396	0.351
petting	klining	0.812	0.462	0.480
petty	smålig	0.210	0.537	0.236
petulant	petulant	0.247	0.685	0.491
petunia	petunia	0.583	0.260	0.356
pew	pew	0.449	0.235	0.664
pewter	tinn	0.396	0.260	0.321
peyote	NO TRANSLATION	0.406	0.462	0.426
phalanx	falanks	0.398	0.398	0.455
phantom	phantom	0.260	0.759	0.448
pharaoh	farao	0.656	0.491	0.798
pharmaceutical	farmasøytisk	0.500	0.435	0.562
pharmacist	farmasøyt	0.592	0.382	0.648
pharmacology	farmakologi	0.560	0.440	0.526
pharmacy	apotek	0.531	0.337	0.542
phase	fase	0.645	0.300	0.482
pheasant	fasan	0.541	0.362	0.292
phenomenal	fenomenale	0.915	0.750	0.918
phenomenon	fenomen	0.625	0.721	0.848
pheromone	feromon	0.561	0.573	0.561
phew	Puh	0.531	0.429	0.302
phi	phi	0.420	0.361	0.452
philanthropic	filantropiske	0.812	0.426	0.717
philanthropist	filantrop	0.704	0.463	0.623
philanthropy	filantropi	0.745	0.412	0.801
philistine	filister	0.390	0.500	0.491
philosopher	filosof	0.684	0.316	0.720
philosophic	filosofisk	0.688	0.270	0.655
philosophical	filosofisk	0.719	0.275	0.713
philosophy	filosofi	0.684	0.255	0.640
phlegm	slim	0.173	0.394	0.240
pho	pho	0.541	0.370	0.384
phobia	fobi	0.173	0.904	0.291
phoenix	Føniks	0.653	0.481	0.594
phone	telefon	0.729	0.344	0.418
phonetic	fonetisk	0.542	0.435	0.536
phonetics	fonetikk	0.646	0.425	0.519
phonics	phonics	0.490	0.519	0.455
phonograph	grammofon	0.561	0.398	0.565
phonology	fonologi	0.695	0.402	0.512
phony	falsk	0.115	0.592	0.202
phooey	Phooey	0.333	0.490	0.352
phosphate	fosfat	0.500	0.306	0.407
phosphor	fosfor	0.438	0.480	0.427
phosphorus	fosfor	0.429	0.539	0.370
photo	bilde	0.729	0.327	0.431
photogenic	fotogen	0.780	0.500	0.495
photograph	fotografi	0.677	0.353	0.358
photographer	fotograf	0.714	0.481	0.562
photographic	fotografisk	0.761	0.429	0.564
photography	fotografering	0.630	0.431	0.360
photometry	fotometri	0.417	0.456	0.436
photon	foton	0.459	0.439	0.455
phrase	uttrykk	0.630	0.264	0.314
phraseology	ordbruk	0.620	0.406	0.537
phylogeny	fylogeni	0.378	0.410	0.481
physical	fysisk	0.750	0.520	0.607
physical therapist	fysioterapeut	0.531	0.337	0.775
physician	lege	0.583	0.490	0.843
physicist	fysiker	0.635	0.538	0.693
physics	fysikk	0.582	0.415	0.664
physiological	fysiologiske	0.510	0.418	0.620
physiology	fysiologi	0.521	0.451	0.519
physique	fysikk	0.643	0.500	0.543
pi	pi	0.469	0.265	0.400
pianist	pianist	0.806	0.491	0.573
piano	piano	0.704	0.343	0.438
piazza	piazza	0.625	0.471	0.472
piccolo	NO TRANSLATION	0.625	0.423	0.380
pick	plukke	0.500	0.464	0.525
picked	plukket	0.740	0.518	0.670
picker	picker	0.534	0.340	0.609
picket	picket	0.365	0.615	0.451
picketing	vakter	0.330	0.557	0.471
pickle	pickle	0.593	0.449	0.288
pickled	syltet	0.344	0.450	0.291
pickpocket	lommetyv	0.365	0.704	0.449
pickup	plukke opp	0.561	0.529	0.420
picky	kresen	0.257	0.729	0.598
picnic	piknik	0.625	0.470	0.375
pictorial	billedlig	0.704	0.481	0.476
picture	bilde	0.714	0.308	0.462
pictures	bilder	0.653	0.240	0.405
picturesque	pittoreske	0.802	0.491	0.483
pie	pai	0.880	0.402	0.368
piece	stykke	0.646	0.245	0.367
piecemeal	stykkevis	0.615	0.269	0.319
pieceofshit	pieceofshit	0.083	0.724	0.292
pied	pied	0.594	0.433	0.350
pier	brygge	0.583	0.279	0.445
pierce	pierce	0.365	0.670	0.611
piety	fromhet	0.760	0.340	0.482
pig	gris	0.343	0.368	0.324
pigeon	Due	0.688	0.224	0.276
piggy	piggy	0.541	0.365	0.412
piggyback	piggyback	0.438	0.490	0.343
pigheaded	pigheaded	0.271	0.472	0.358
piglet	Grisunge	0.540	0.443	0.250
pigment	pigment	0.390	0.333	0.339
pigskin	svineskinn	0.347	0.449	0.300
pigsty	grisehus	0.133	0.529	0.221
pike	gjedde	0.427	0.410	0.452
pile	bunke	0.461	0.320	0.539
piles	hauger	0.469	0.423	0.468
pileup	hoper seg opp	0.340	0.559	0.446
pilgrim	pilegrim	0.531	0.404	0.569
pilgrimage	pilegrims	0.708	0.522	0.625
pill	pille	0.573	0.407	0.368
pillage	plyndring	0.240	0.685	0.375
pillar	søyle	0.583	0.330	0.684
pillbox	pillbox	0.385	0.339	0.296
pillow	pute	0.663	0.128	0.195
pillowcase	putevar	0.500	0.179	0.250
pilot	Pilot	0.688	0.680	0.736
pimp	hallik	0.146	0.700	0.536
pimple	Kvise	0.245	0.370	0.274
pin	tapp	0.438	0.346	0.390
pinball	pinball	0.582	0.640	0.442
pinch	klype	0.340	0.632	0.339
pinching	klemming	0.250	0.788	0.345
pine	furu	0.583	0.225	0.312
pineapple	ananas	0.677	0.316	0.245
ping	ping	0.541	0.490	0.391
pinhead	knappenålshode	0.459	0.300	0.308
pinhole	pinhole	0.375	0.279	0.345
pinion	pinion	0.444	0.361	0.346
pink	rosa	0.806	0.269	0.471
pinkie	pinkie	0.663	0.265	0.269
pinnacle	høydepunkt	0.633	0.390	0.508
pinot	pinot	0.365	0.370	0.361
pinpoint	fastslå	0.583	0.443	0.528
pint	halvliter	0.686	0.333	0.321
pinto	pinto	0.570	0.354	0.373
pinup	pinup	0.610	0.459	0.393
pioneer	pioner	0.796	0.618	0.802
pious	fromme	0.698	0.306	0.426
pip	pip	0.448	0.430	0.366
pipe	rør	0.541	0.340	0.330
piped	rør	0.360	0.529	0.379
pipeline	rørledning	0.479	0.337	0.411
piper	piper	0.569	0.442	0.398
pipette	pipette	0.480	0.403	0.418
piping	piping	0.365	0.337	0.405
pipsqueak	pipsqueak	0.347	0.481	0.349
pique	pique	0.417	0.500	0.426
piracy	piratkopiering	0.296	0.792	0.567
piranha	piranha	0.219	0.799	0.575
pirate	sjørøver	0.156	0.740	0.559
piscina	NO TRANSLATION	0.714	0.500	0.443
piss	tiss	0.354	0.462	0.268
pissed	forbannet	0.102	0.888	0.543
pissedoff	pissedoff	0.240	0.651	0.459
pisser	NO TRANSLATION	0.378	0.547	0.398
pissesmeoff	gjør meg sint	0.180	0.587	0.441
pissingmeoff	gjør meg forbanna	0.208	0.622	0.423
pissoff	pissoff	0.255	0.617	0.400
pistachio	pistasj	0.643	0.336	0.305
pistol	pistol	0.170	0.900	0.677
piston	stempel	0.398	0.480	0.500
pit	gruve	0.408	0.396	0.278
pita	pita	0.551	0.279	0.255
pitch	tonehøyde	0.521	0.431	0.465
pitcher	kaster	0.510	0.673	0.704
pitchfork	høygaffel	0.312	0.580	0.529
pitfall	fallgruve	0.177	0.775	0.508
pith	marg	0.458	0.350	0.596
pithy	pithy	0.480	0.360	0.635
pitiful	ynkelig	0.219	0.490	0.232
pitted	pitted	0.358	0.653	0.470
pitter	pitter	0.469	0.424	0.384
pituitary	hypofysen	0.406	0.365	0.442
pity	medlidenhet	0.160	0.398	0.114
pivot	dreie	0.458	0.382	0.440
pivotal	svinge	0.582	0.471	0.536
pix	pix	0.521	0.373	0.364
pixie	pixie	0.562	0.537	0.325
pizza	pizza	0.847	0.390	0.295
pizzazz	pizzazz	0.635	0.735	0.682
pizzeria	pizzeria	0.719	0.520	0.364
placard	plakat	0.388	0.442	0.500
place	plass	0.573	0.261	0.398
placebo	placebo	0.520	0.306	0.365
placement	plassering	0.643	0.460	0.528
placenta	placenta	0.375	0.433	0.443
placid	placid	0.640	0.317	0.491
placket	stolpe	0.408	0.231	0.228
plagiarism	plagiat	0.135	0.716	0.436
plague	pest	0.083	0.596	0.355
plaid	pledd	0.480	0.330	0.417
plain	vanlig	0.500	0.167	0.311
plainclothes	vanlige klær	0.698	0.337	0.424
plaintiff	saksøker	0.365	0.806	0.711
plaintive	klag	0.292	0.529	0.306
plan	plan	0.646	0.540	0.733
plane	fly	0.510	0.356	0.386
planes	fly	0.667	0.606	0.575
planet	planet	0.698	0.404	0.832
planetarium	planetarium	0.704	0.462	0.655
planetary	planet	0.604	0.500	0.620
planets	planeter	0.724	0.318	0.658
plank	planke	0.427	0.280	0.333
plankton	plankton	0.552	0.321	0.371
planned	planlagt	0.740	0.385	0.729
planner	planner	0.760	0.469	0.868
planning	planlegger	0.894	0.462	0.705
plant	anlegg	0.730	0.180	0.371
plantation	plantasjen	0.573	0.585	0.575
planter	planter	0.604	0.450	0.634
planting	planting	0.635	0.343	0.595
plaque	plakett	0.520	0.333	0.420
plasma	plasma	0.474	0.398	0.360
plaster	gips	0.438	0.264	0.255
plastic	plast	0.490	0.269	0.320
plasticity	plastisitet	0.542	0.471	0.402
plat	plat	0.716	0.359	0.556
plate	tallerken	0.583	0.245	0.366
plateau	platå	0.611	0.316	0.400
plated	belagt	0.562	0.458	0.457
platform	plattform	0.602	0.340	0.718
plating	plating	0.576	0.368	0.433
platinum	platina	0.750	0.518	0.702
platonic	platonisk	0.490	0.461	0.469
platoon	tropp	0.448	0.700	0.745
platter	tallerken	0.686	0.245	0.219
plaudit	NO TRANSLATION	0.816	0.813	0.546
plausibility	plausibilitet	0.705	0.451	0.570
plausible	plausibel	0.714	0.404	0.510
play	spille	0.812	0.765	0.358
playa	playa	0.724	0.510	0.575
playback	avspilling	0.656	0.559	0.639
playbook	playbook	0.673	0.582	0.500
playboy	lekegutt	0.646	0.900	0.519
player	spiller	0.557	0.688	0.644
playful	leken	0.892	0.688	0.463
playground	lekeplass	0.888	0.620	0.435
playhouse	lekehus	0.719	0.729	0.426
playmate	lekekamerat	0.878	0.509	0.398
playoff	playoff	0.622	0.716	0.550
playpen	lekegrind	0.698	0.481	0.475
playroom	lekerom	0.844	0.661	0.380
plaything	leketøy	0.708	0.602	0.277
playtime	spilletid	0.760	0.596	0.566
playwright	dramatiker	0.672	0.550	0.667
plaza	plaza	0.690	0.346	0.529
plea	bønn	0.633	0.491	0.517
plead	påberope	0.177	0.596	0.195
pleasant	hyggelig	0.939	0.310	0.673
pleased	fornøyd	0.939	0.548	0.795
pleasing	hyggelig	0.917	0.449	0.788
pleasurable	behage	0.948	0.529	0.669
pleasure	glede	0.939	0.740	0.682
pleasures	Gleden	0.896	0.654	0.705
pleat	fold	0.490	0.345	0.316
pleated	plissert	0.534	0.318	0.436
pledge	løfte	0.719	0.490	0.764
pledged	lovet	0.719	0.630	0.658
plenary	plenum	0.573	0.356	0.598
plentiful	rikelig	0.833	0.735	0.745
plenty	rikelig	0.827	0.612	0.824
plenum	plenum	0.531	0.454	0.596
plethora	overflod	0.646	0.602	0.547
plexus	plexus	0.333	0.405	0.395
pliable	føyelig	0.625	0.370	0.440
plication	bruksområde	0.360	0.460	0.500
pliers	tang	0.561	0.334	0.441
plight	vanskelige situasjon	0.450	0.520	0.547
plinth	sokkel	0.438	0.346	0.473
plodding	plodding	0.449	0.481	0.439
plop	plop	0.385	0.475	0.349
plot	plott	0.469	0.567	0.510
plough	plog	0.677	0.427	0.458
ploughed	pløyd	0.438	0.420	0.431
plover	Plover	0.439	0.434	0.191
plow	plog	0.531	0.560	0.456
plowed	pløyd	0.552	0.490	0.355
plowing	pløying	0.562	0.531	0.518
ploy	knep	0.458	0.559	0.741
pluck	plukke	0.375	0.583	0.474
plucky	modige	0.816	0.817	0.880
plug	støpsel	0.531	0.356	0.473
plum	plomme	0.724	0.306	0.170
plumage	fjærdrakt	0.656	0.286	0.284
plumb	lodd	0.448	0.500	0.554
plumber	rørlegger	0.327	0.510	0.448
plumbing	VVS	0.469	0.427	0.441
plume	plume	0.469	0.323	0.375
plummet	falle	0.302	0.750	0.360
plump	lubben	0.385	0.480	0.387
plumper	plumper	0.406	0.429	0.353
plunder	plyndre	0.125	0.894	0.574
plunge	plunge	0.307	0.690	0.550
plunger	stempelet	0.365	0.510	0.373
plural	flertall	0.560	0.432	0.564
plurality	flerhet	0.683	0.473	0.587
plush	plysj	0.625	0.265	0.318
plutonium	plutonium	0.406	0.675	0.731
ply	ply	0.458	0.320	0.324
plywood	kryssfiner	0.561	0.245	0.380
pneumatic	pneumatisk	0.337	0.520	0.500
pneumonia	lungebetennelse	0.208	0.608	0.324
poacher	krypskytter	0.240	0.673	0.612
poachers	krypskyttere	0.315	0.857	0.632
poaching	Koking	0.302	0.824	0.526
pocket	lomme	0.458	0.275	0.340
pocketbook	lommebok	0.551	0.231	0.343
pocketful	pocketful	0.594	0.279	0.306
pod	NO TRANSLATION	0.480	0.396	0.339
podium	podium	0.627	0.365	0.702
poem	dikt	0.810	0.270	0.571
poems	dikt	0.833	0.388	0.418
poet	dikter	0.827	0.350	0.556
poetic	poetisk	0.860	0.269	0.548
poetical	poetisk	0.802	0.327	0.518
poetics	poetikk	0.833	0.306	0.353
poetry	poesi	0.697	0.235	0.629
pogo	pogo	0.480	0.426	0.368
poignant	gripende	0.646	0.444	0.518
point	punkt	0.490	0.193	0.431
pointedly	demonstrativt	0.408	0.706	0.569
pointer	pekeren	0.583	0.382	0.500
pointless	meningsløst	0.055	0.353	0.111
pointy	spisse	0.469	0.651	0.438
poise	kroppsholdning	0.677	0.202	0.708
poison	gift	0.083	0.760	0.573
poisoned	forgiftet	0.057	0.808	0.402
poisoning	forgiftning	0.094	0.837	0.526
poisonous	giftig	0.102	0.870	0.533
poke	stikke	0.365	0.713	0.475
poker	poker	0.480	0.689	0.398
pokes	pokes	0.365	0.480	0.538
polar	polar	0.468	0.261	0.500
polarity	polaritet	0.510	0.472	0.500
pole	stang	0.418	0.398	0.368
polemic	polemikk	0.133	0.750	0.652
police	politiet	0.458	0.770	0.830
police officer	politibetjent	0.479	0.816	0.858
policeman	politimann	0.542	0.708	0.898
policewoman	politikvinne	0.530	0.740	0.727
policy	Politikk	0.324	0.735	0.833
polio	polio	0.296	0.452	0.409
polish	pusse	0.604	0.412	0.533
polished	polert	0.667	0.413	0.491
polite	høflig	0.927	0.378	0.562
politeness	høflighet	0.875	0.353	0.618
politic	politiske	0.365	0.581	0.798
political	politisk	0.347	0.730	0.875
politician	politiker	0.323	0.551	0.863
politics	politikk	0.250	0.528	0.855
polity	polity	0.268	0.583	0.802
polka	polka	0.604	0.451	0.426
poll	avstemming	0.552	0.500	0.554
pollen	pollen	0.622	0.212	0.292
polling	polling	0.448	0.598	0.602
pollute	forurense	0.173	0.660	0.480
pollution	forurensing	0.062	0.694	0.445
polo	polo	0.582	0.360	0.415
poltergeist	poltergeist	0.271	0.784	0.544
polyester	polyester	0.479	0.270	0.366
polygamy	polygami	0.365	0.647	0.563
polygon	polygon	0.490	0.558	0.557
polygonal	kantet	0.427	0.441	0.528
polygraph	polygraph	0.427	0.491	0.602
polymer	polymeren	0.438	0.330	0.393
polymorphism	polymorfisme	0.429	0.592	0.558
pomp	pomp	0.448	0.491	0.413
pompous	pompøs	0.500	0.571	0.409
poncho	poncho	0.490	0.265	0.231
pond	dam	0.520	0.337	0.358
ponder	tenk	0.740	0.380	0.689
ponderous	klossete	0.290	0.450	0.534
pong	pong	0.500	0.500	0.396
pontiff	paven	0.625	0.363	0.723
pontificate	pontifikat	0.584	0.424	0.704
pontoon	pontoon	0.500	0.377	0.373
pony	ponni	0.812	0.413	0.315
ponytail	hestehale	0.541	0.337	0.302
pooch	pooch	0.355	0.360	0.347
poodle	puddel	0.500	0.413	0.301
poof	poof	0.469	0.387	0.210
pool	basseng	0.625	0.356	0.598
poop	bæsj	0.163	0.430	0.172
poor	dårlig	0.156	0.358	0.087
poorly	dårlig	0.077	0.620	0.196
pop	pop	0.673	0.510	0.491
popcorn	popcorn	0.875	0.441	0.231
pope	pave	0.600	0.375	0.636
popper	Popper	0.420	0.509	0.411
poppy	poppy	0.635	0.392	0.357
poppycock	poppycock	0.347	0.510	0.385
popsicle	kjærlighet på pinne	0.667	0.300	0.364
popular	populær	0.880	0.676	0.731
popularity	popularitet	0.896	0.784	0.861
popularized	popularisert	0.750	0.771	0.745
population	befolkning	0.615	0.423	0.667
populous	folkerike	0.520	0.630	0.725
porcelain	porselen	0.562	0.310	0.349
porch	veranda	0.535	0.324	0.388
porcupine	pinnsvin	0.388	0.421	0.367
pore	pore	0.427	0.271	0.342
pork	svinekjøtt	0.370	0.450	0.333
porker	porker	0.521	0.602	0.500
porky	porky	0.234	0.483	0.333
porn	porno	0.344	0.915	0.421
porno	porno	0.302	0.923	0.519
pornographic	pornografisk	0.230	0.896	0.500
pornography	pornografi	0.323	0.921	0.481
porosity	porøsitet	0.312	0.343	0.402
porous	porøs	0.385	0.370	0.264
porridge	grøt	0.573	0.229	0.274
port	havn	0.550	0.409	0.513
portable	bærbar	0.615	0.356	0.582
portage	portage	0.490	0.490	0.445
portal	portal	0.583	0.347	0.547
porter	bærer	0.571	0.375	0.654
porterhouse	porter	0.602	0.364	0.418
portfolio	portefølje	0.625	0.280	0.498
porthole	koøye	0.500	0.353	0.382
portico	portico	0.521	0.444	0.366
portion	del	0.536	0.364	0.398
portrait	portrett	0.698	0.186	0.467
portraiture	portrett	0.735	0.298	0.445
portray	skildre	0.656	0.529	0.457
pose	posere	0.427	0.330	0.361
poser	NO TRANSLATION	0.469	0.385	0.316
posh	snobbete	0.823	0.337	0.750
posited	hevdet	0.615	0.410	0.620
position	posisjon	0.604	0.451	0.538
positioning	posisjonering	0.615	0.490	0.795
positive	positiv	0.959	0.510	0.855
positiveenergy	NO TRANSLATION	0.940	0.500	0.808
positively	positivt	0.969	0.645	0.795
positivity	positivitet	0.959	0.549	0.870
posse	posse	0.398	0.510	0.473
possess	eie	0.670	0.590	0.727
possessed	besatt	0.327	0.884	0.611
possessing	inneha	0.461	0.593	0.612
possession	besittelse	0.677	0.676	0.848
possessive	eiendomspronomen	0.279	0.648	0.696
possessor	besitteren	0.480	0.573	0.773
possibility	mulighet	0.816	0.481	0.596
possible	mulig	0.688	0.316	0.548
possibly	muligens	0.448	0.400	0.500
possum	possum	0.408	0.471	0.306
post	post	0.520	0.426	0.548
postage	porto	0.560	0.471	0.527
postal	post	0.765	0.245	0.411
postcard	postkort	0.822	0.292	0.390
poster	plakat	0.542	0.275	0.365
posterior	posterior	0.510	0.385	0.517
posterity	etter	0.565	0.460	0.683
posthumous	posthum	0.232	0.441	0.430
postman	postbud	0.643	0.482	0.455
postmortem	post mortem	0.296	0.486	0.420
postpone	utsette	0.316	0.408	0.451
postponed	utsatt	0.439	0.327	0.402
postponement	utsettelse	0.448	0.569	0.414
postscript	postscript	0.487	0.300	0.409
postulate	postulatet	0.487	0.470	0.694
posture	holdning	0.562	0.309	0.598
pot	gryte	0.500	0.186	0.294
potable	drikkevann	0.765	0.326	0.431
potassium	kalium	0.469	0.314	0.472
potato	potet	0.541	0.235	0.265
potatoes	poteter	0.690	0.271	0.309
potency	potens	0.708	0.745	0.879
potent	mektig	0.698	0.784	0.907
potential	potensial	0.806	0.625	0.840
pothead	pothead	0.378	0.510	0.375
pothole	jettegryte	0.344	0.294	0.283
potion	trylledrikk	0.500	0.400	0.417
potluck	potluck	0.621	0.561	0.433
potpourri	potpourri	0.646	0.580	0.295
potted	potte	0.469	0.336	0.375
potter	potter	0.573	0.417	0.482
pottery	Keramikk	0.594	0.286	0.422
potty	potte	0.367	0.373	0.317
pouch	posen	0.438	0.230	0.271
poultry	fjærfe	0.480	0.375	0.314
pounce	slå ned	0.490	0.657	0.518
pound	pund	0.570	0.337	0.443
pounding	pounding	0.333	0.843	0.731
pour	NO TRANSLATION	0.448	0.570	0.375
pout	surmule	0.458	0.354	0.202
pouting	trutmunn	0.263	0.471	0.270
pouty	pouty	0.333	0.480	0.393
poverty	fattigdom	0.071	0.519	0.183
pow	pow	0.375	0.440	0.426
powder	pulver	0.521	0.250	0.194
powdered	pulverisert	0.520	0.375	0.420
powdery	pulver	0.323	0.390	0.211
power	makt	0.719	0.670	0.953
powerful	kraftig	0.865	0.830	0.991
powerfully	kraft	0.854	0.724	0.935
powerhouse	kraftstasjon	0.630	0.755	0.787
powerless	maktesløs	0.125	0.500	0.328
powwow	powwow	0.490	0.650	0.406
pox	kopper	0.235	0.567	0.309
practicable	praktisk	0.677	0.429	0.635
practical	praktisk	0.710	0.490	0.608
practically	praktisk talt	0.622	0.402	0.588
practice	øve på	0.684	0.582	0.639
practiced	praktisert	0.612	0.605	0.580
practise	øve på	0.713	0.490	0.616
practitioner	utøveren	0.704	0.497	0.684
pragmatic	pragmatisk	0.573	0.433	0.637
prairie	prærie	0.673	0.183	0.415
praise	ros	0.776	0.387	0.658
praised	skryt	0.950	0.441	0.721
praisegod	NO TRANSLATION	0.851	0.500	0.638
praisejesus	NO TRANSLATION	0.833	0.377	0.672
praises	lovsanger	0.878	0.491	0.750
praiseworthy	verdig	0.875	0.445	0.788
praising	priste	0.906	0.557	0.623
prance	spankulere	0.683	0.547	0.435
prank	spøk	0.571	0.690	0.389
prawn	reke	0.488	0.324	0.390
praxis	praxis	0.438	0.439	0.593
pray	be	0.714	0.127	0.627
prayer	bønn	0.745	0.217	0.604
prayforme	be for meg	0.520	0.404	0.445
praying	bønn	0.646	0.235	0.415
praying mantis	bønnmantis	0.479	0.442	0.510
preach	preke	0.602	0.480	0.702
preacher	predikant	0.551	0.388	0.741
preaching	forkynnelse	0.646	0.604	0.795
preamble	innledning	0.541	0.555	0.491
precarious	prekær	0.107	0.540	0.273
precaution	forholdsregel	0.625	0.520	0.406
precautionary	føre	0.449	0.587	0.548
precede	gå forut for	0.615	0.566	0.552
precedence	presedens	0.594	0.520	0.598
precedent	presedens	0.574	0.392	0.721
preceding	foregå	0.456	0.442	0.663
precept	bud	0.448	0.480	0.636
preceptor	veileder	0.521	0.433	0.724
precession	presesjon	0.469	0.460	0.594
precinct	politistasjon	0.375	0.431	0.527
precincts	forgård	0.531	0.324	0.418
precious	dyrebar	0.917	0.500	0.726
